Age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,age_group
21,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,others,First page,1,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,4,2,User-friendly website/app interface,Shipping speed and reliability,19-25
34,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,First page,4,Maybe,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,2,No,1,3,Competitive prices,Shipping speed and reliability,26-35
23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,4,Maybe,Often,High shipping costs,Sometimes,No,Moderately,Sometimes,1,Yes,1,1,Wide product selection,Customer service responsiveness,19-25
34,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,2,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,1,Sometimes,2,1,Product recommendations,Customer service responsiveness,26-35
34,Prefer not to say,Once a month,Home and Kitchen,Yes,Rarely,Keyword,First page,1,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,2,No,3,1,Competitive prices,Customer service responsiveness,26-35
25,Female,Few times a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,Sometimes,5,2,Competitive prices,Reducing packaging waste,26-35
32,Female,Once a week,Beauty and Personal Care,No,Few times a month,Keyword,Multiple pages,2,Yes,Always,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,1,Sometimes,3,1,Product recommendations,Customer service responsiveness,26-35
24,Male,Less than once a month,Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,3,Yes,5,1,Product recommendations,Product quality and accuracy,19-25
34,Female,Less than once a month,others,No,Rarely,Filter,First page,2,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,3,Sometimes,2,2,Competitive prices,Customer service responsiveness,26-35
44,Female,Few times a month,others,Sometimes,Few times a week,others,Multiple pages,3,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,1,No,3,1,Wide product selection,Customer service responsiveness,36-45
23,Male,Few times a month,Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,2,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Yes,2,3,Wide product selection,Reducing packaging waste,19-25
23,Female,Once a week,Clothing and Fashion,Yes,Rarely,categories,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,Sometimes,2,No,2,3,Competitive prices,Reducing packaging waste,19-25
34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,First page,3,No,Always,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,1,No,2,1,Product recommendations,Reducing packaging waste,26-35
23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,No,3,3,Product recommendations,Customer service responsiveness,19-25
36,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,4,No,2,2,Product recommendations,Customer service responsiveness,36-45
24,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,2,Product recommendations,Customer service responsiveness,19-25
21,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,4,Sometimes,4,4,Product recommendations,Customer service responsiveness,19-25
21,Female,Few times a month,Home and Kitchen,Yes,Few times a month,categories,Multiple pages,3,Maybe,Always,others,Never,No,Occasionally,Sometimes,2,Yes,1,3,Wide product selection,Customer service responsiveness,19-25
45,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,First page,2,Maybe,Often,Changed my mind or no longer need the item,Never,No,Occasionally,Yes,2,No,1,1,Product recommendations,Shipping speed and reliability,46-55
21,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,4,Yes,3,3,Competitive prices,Product quality and accuracy,19-25
23,Female,Once a month,Clothing and Fashion,No,Multiple times a day,categories,First page,4,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Never,No,1,Sometimes,2,2,User-friendly website/app interface,Product quality and accuracy,19-25
21,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,1,Yes,5,2,Competitive prices,Product quality and accuracy,19-25
34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,3,No,2,5,Wide product selection,Product quality and accuracy,26-35
21,Female,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Never,Sometimes,2,Sometimes,3,2,User-friendly website/app interface,Product quality and accuracy,19-25
23,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,2,Sometimes,2,3,Wide product selection,Reducing packaging waste,19-25
21,Female,Few times a month,Clothing and Fashion,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,2,2,User-friendly website/app interface,Customer service responsiveness,19-25
32,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,No,Moderately,Sometimes,2,Sometimes,2,5,Product recommendations,Shipping speed and reliability,26-35
35,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Keyword,First page,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Competitive prices,Reducing packaging waste,36-45
37,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,categories,First page,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Occasionally,Sometimes,5,Yes,2,3,User-friendly website/app interface,Shipping speed and reliability,36-45
23,Male,Once a week,others,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,2,2,Competitive prices,Customer service responsiveness,19-25
33,Female,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,Filter,Multiple pages,2,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,2,Sometimes,1,2,Product recommendations,Product quality and accuracy,26-35
35,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Often,No,Heavily,No,3,No,3,3,Wide product selection,Reducing packaging waste,36-45
44,Female,Few times a month,Clothing and Fashion,Yes,Few times a week,others,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,3,No,2,3,Wide product selection,Reducing packaging waste,36-45
34,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,No,3,No,4,1,Product recommendations,Customer service responsiveness,26-35
34,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,Yes,2,2,Product recommendations,Customer service responsiveness,26-35
34,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,3,Yes,1,2,Wide product selection,Reducing packaging waste,26-35
34,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,others,Multiple pages,2,Maybe,Sometimes,others,Sometimes,No,Moderately,Yes,3,No,3,4,Product recommendations,Reducing packaging waste,26-35
3,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,categories,First page,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,2,Yes,3,2,Product recommendations,Product quality and accuracy,0-18
23,Prefer not to say,Few times a month,others,No,Few times a month,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,2,Yes,3,3,Competitive prices,Customer service responsiveness,19-25
33,Female,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,2,No,2,3,User-friendly website/app interface,Reducing packaging waste,26-35
23,Female,Multiple times a week,Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness,19-25
34,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,Sometimes,2,2,Product recommendations,Product quality and accuracy,26-35
23,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,First page,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,2,Competitive prices,Customer service responsiveness,19-25
34,Female,Few times a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,2,No,Rarely,others,Sometimes,Yes,Rarely,Sometimes,2,No,1,2,Competitive prices,Reducing packaging waste,26-35
23,Prefer not to say,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,Sometimes,3,1,Competitive prices,Reducing packaging waste,19-25
23,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste,19-25
23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,others,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,3,Sometimes,4,3,Product recommendations,Reducing packaging waste,19-25
23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,First page,4,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Yes,4,No,3,3,Product recommendations,Customer service responsiveness,19-25
45,Prefer not to say,Once a week,Beauty and Personal Care,Yes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,2,Sometimes,3,4,Product recommendations,Reducing packaging waste,46-55
23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,1,Sometimes,3,3,Product recommendations,Customer service responsiveness,19-25
34,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,2,Maybe,Sometimes,others,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,2,Product recommendations,Customer service responsiveness,26-35
45,Prefer not to say,Less than once a month,Beauty and Personal Care;others,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,4,1,Product recommendations,Reducing packaging waste,46-55
34,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,Sometimes,3,2,Competitive prices,Reducing packaging waste,26-35
45,Female,Once a month,Beauty and Personal Care,No,Few times a month,categories,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,2,Sometimes,3,2,Product recommendations,Customer service responsiveness,46-55
67,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,4,2,Product recommendations,Reducing packaging waste,66+
34,Female,Few times a month,Beauty and Personal Care,Yes,Few times a month,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,1,Sometimes,3,4,Competitive prices,Reducing packaging waste,26-35
21,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,No,3,2,Product recommendations,Reducing packaging waste,19-25
17,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,0-18
34,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Occasionally,Sometimes,3,Sometimes,2,1,Competitive prices,Customer service responsiveness,26-35
46,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,1,Competitive prices,Reducing packaging waste,46-55
